propertyCode,address,province,municipality,district,country,neighborhood,latitude,longitude,distance,floor,price,propertyType,size,exterior,rooms,bathrooms,status,hasLift
95726732,Avenida de la Malva-Rosa,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.4820201,-0.3263452,4532,2,750,flat,61,True,1,1,good,1.0
95693370,Calle de Carme Crespo,València,València,Benimaclet,es,Benimaclet,39.4843194,-0.357672,2229,1,700,flat,70,True,2,1,good,0.0
92760464,Calle de Xàtiva,València,València,Extramurs,es,La Roqueta,39.4694466,-0.37685409999999997,189,7,650,flat,50,True,1,1,good,1.0
95632568,Calle de les Illes Canàries,València,València,Camins al Grau,es,La Creu del Grau,39.4625106,-0.3392463,3398,2,680,flat,85,True,3,1,good,0.0
92961519,Calle de Josep Benlliure,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4625372,-0.3304896,4124,1,800,duplex,70,True,2,1,good,0.0
95620449,Avenida d'Amado Granell Mesado,València,València,Quatre Carreres,es,Ciutat de les Arts i de les Ciencies,39.4549501,-0.3609564,2277,11,1000,flat,87,True,2,2,good,1.0
95614155,Avenida d'Ausiàs March,València,València,Quatre Carreres,es,En Corts,39.4529389,-0.3710209,2091,7,950,flat,100,True,4,1,good,1.0
90114143,Plaza Jaca,València,València,La Saïdia,es,Trinitat,39.4853597,-0.3714725,1658,2,700,flat,73,False,2,1,good,1.0
88190623,"Avenida de França, 55",València,València,Camins al Grau,es,Penya-Roja,39.459157,-0.3453311,3044,3,850,flat,79,True,1,1,good,1.0
95573014,Calle Explorador Andrés,València,València,Algirós,es,Ciutat Jardí,39.4704697,-0.34381609999999996,2869,6,675,flat,90,False,2,1,good,1.0
95388603,Calle d'En Colom,València,València,Ciutat Vella,es,El Mercat,39.4733386,-0.37809139999999997,257,4,1400,flat,100,True,2,1,good,0.0
92027980,Avenida de la Plata,València,València,Quatre Carreres,es,En Corts,39.4514866,-0.37055509999999997,2257,4,615,flat,65,True,1,1,good,1.0
95265701,Calle de la Llanterna,València,València,Ciutat Vella,es,El Mercat,39.4734083,-0.3802756,364,3,900,flat,90,True,3,1,good,1.0
95171106,Calle de Pedro Cabanes,València,València,Rascanya,es,Torrefiel,39.4959807,-0.3760687,2765,3,600,flat,75,True,2,1,good,1.0
95093890,Calle Santa Genoveva Torres,València,València,Rascanya,es,Sant Llorenç,39.4917338,-0.3626877,2609,9,1150,flat,100,True,3,2,good,1.0
94422420,Calle de Borriana,València,València,L'Eixample,es,Gran Vía,39.4634109,-0.3686464,1130,3,900,flat,100,False,4,2,good,
94269304,"Avenida de Peris i Valero, 54",València,València,Quatre Carreres,es,En Corts,39.4579262,-0.37300829999999996,1511,8,1440,flat,65,True,1,1,good,1.0
94045603,"Avenida Hermanos Maristas, 28",València,València,Quatre Carreres,es,Ciutat de les Arts i de les Ciencies,39.4535374,-0.36141819999999997,2380,11,1400,flat,95,True,3,2,good,1.0
93286367,"Calle Padre Huérfanos, 4",València,València,Ciutat Vella,es,El Carme,39.4792654,-0.3780149,907,1.0,1100,flat,65,True,2,2,good,1.0
93132353,"Calle Jorge Juan, 14",València,València,L'Eixample,es,El Pla del Remei,39.4690153,-0.3695576,699,1.0,950,flat,85,False,2,1,good,1.0
706709,"Calle Pie de la Cruz, 7",València,València,Ciutat Vella,es,El Pilar,39.4731426,-0.3806228,367,2.0,750,flat,100,True,3,2,good,1.0
95721367,Calle blanquerias,València,València,Ciutat Vella,es,El Carme,39.4785964,-0.3761303,836,1.0,1100,flat,95,False,3,1,good,0.0
86971676,Calle Ruaya,València,València,La Saïdia,es,Morvedre,39.4862653,-0.37654279999999996,1684,2.0,700,flat,80,True,3,2,good,1.0
95672494,Calle de la Democracia,València,València,L'Olivereta,es,Nou Moles,39.4747632,-0.4022955,2188,5.0,750,flat,90,True,3,2,good,1.0
95618033,Calle Felipe Vives Cañamás,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4706013,-0.3341076,3702,3.0,750,flat,82,True,3,1,good,1.0
95527170,cuba,València,València,L'Eixample,es,Russafa,39.4618621,-0.37932859999999996,1045,3.0,800,flat,90,True,3,2,good,1.0
95489598,Calle de Vicent Sancho Tello,València,València,El Pla del Real,es,Mestalla,39.4705847,-0.3550098,1908,4.0,700,flat,87,False,2,1,good,1.0
93573334,Arquitecto Alfaro,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4633452,-0.335024,3725,3.0,650,flat,75,True,2,1,good,0.0
95421095,barrio El Carme,València,València,Ciutat Vella,es,El Carme,39.4769819,-0.3781246,655,4.0,800,penthouse,43,True,1,1,good,1.0
95338288,Avenida Mare Nostrum,València,Alboraya,La Patacona,es,,39.4904412,-0.32759299999999997,4771,8.0,1250,flat,88,True,2,2,good,1.0
25247817,"Calle Viver, 25",València,València,Rascanya,es,Sant Llorenç,39.4881146,-0.3639845,2205,3.0,875,flat,88,True,3,2,good,1.0
90114796,Calle dels Jofrens,València,València,Ciutat Vella,es,El Mercat,39.4748068,-0.3762681,417,5.0,1300,studio,43,False,0,1,good,0.0
95170324,Calle del Progrés,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4684377,-0.32987299999999997,4076,,1200,countryHouse,70,False,2,2,good,
94907698,barrio Nou Moles,València,València,L'Olivereta,es,Nou Moles,39.472347,-0.39477619999999997,1511,1.0,790,flat,69,True,3,1,good,1.0
94504816,barrio Soternes,València,València,L'Olivereta,es,Soternes,39.4684382,-0.4164983,3383,2.0,640,flat,97,True,3,2,good,1.0
93941708,barrio La Petxina,València,València,Extramurs,es,La Petxina,39.4749343,-0.3902353,1193,5.0,1150,penthouse,96,True,2,2,good,1.0
93896864,barrio El Mercat,València,València,Ciutat Vella,es,El Mercat,39.4754849,-0.3792036,513,1.0,1250,flat,78,True,2,2,good,0.0
93709904,Calle Conde de Salvatierra,València,València,L'Eixample,es,El Pla del Remei,39.470338,-0.3667353,905,6.0,700,flat,80,False,1,1,good,1.0
87026121,bailen,València,València,Extramurs,es,La Roqueta,39.4669007,-0.3774897,469,1.0,1000,flat,98,True,3,2,good,1.0
89112698,Calle del Poeta Llombart,València,València,Ciutat Vella,es,El Mercat,39.4742704,-0.37678659999999997,352,4.0,1333,flat,60,False,1,1,good,1.0
90560508,Calle Berenguer Montoliu,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.482379,-0.3281872,4391,3.0,700,flat,65,True,2,1,good,0.0
89425470,"Calle San Vicente Martír, 35",València,València,Ciutat Vella,es,Sant Francesc,39.471427,-0.3773091,34,10.0,900,penthouse,97,True,4,1,good,1.0
89131459,barrio Aiora,València,València,Camins al Grau,es,Aiora,39.466839,-0.3524672,2178,2.0,1000,flat,77,False,2,1,good,1.0
95757600,barrio Trinitat,València,València,La Saïdia,es,Trinitat,39.4825563,-0.36802579999999996,1497,2.0,600,flat,86,True,3,1,good,1.0
95515265,barrio Gran Vía,València,València,L'Eixample,es,Gran Vía,39.4673789,-0.3669675,974,2.0,800,flat,91,False,4,1,good,1.0
88817181,barrio La Xerea,València,València,Ciutat Vella,es,La Xerea,39.4762053,-0.3734962,649,3.0,1100,duplex,90,True,1,2,good,1.0
95711992,barrio Malilla,València,València,Quatre Carreres,es,Malilla,39.4556131,-0.3782297,1726,4.0,580,flat,60,True,1,1,good,1.0
40258916,barrio Arrancapins,València,València,Extramurs,es,Arrancapins,39.4685355,-0.3854879,764,9.0,700,penthouse,50,False,1,1,good,1.0
95627952,barrio Sant Pau,València,València,Campanar,es,Sant Pau,39.4905328,-0.400703,2951,6.0,900,flat,94,True,2,2,good,1.0
95621234,"Calle Editor Manuel Aguilar, El Mercat",València,València,Ciutat Vella,es,El Mercat,39.4721535,-0.3789897,189,3.0,1000,flat,95,False,3,2,good,1.0
95603207,Calle de la Reina,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4712998,-0.3281686,4211,2.0,790,flat,65,True,3,1,good,0.0
95593914,Calle de Suīssa,València,València,Quatre Carreres,es,La Punta,39.4548754,-0.3396672,3696,4.0,950,flat,75,True,2,1,good,1.0
95591042,Avenida d'Ausiàs March,València,València,Quatre Carreres,es,En Corts,39.4528389,-0.3731209,2063,7.0,870,flat,91,True,4,1,good,1.0
95590989,Calle de Josep Benlliure,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4632657,-0.3324608,3941,2.0,550,flat,53,False,2,1,good,0.0
95588550,Calle de Carme Crespo,València,València,Benimaclet,es,Benimaclet,39.4839194,-0.359072,2110,1.0,700,flat,70,True,2,1,good,0.0
95587106,Avenida Ausiás March,València,València,Quatre Carreres,es,En Corts,39.4551389,-0.3723209,1826,7.0,990,flat,100,True,4,1,good,1.0
95570880,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4748998,-0.3298686,4087,1.0,790,flat,70,False,3,1,good,1.0
92156499,Av. del Cid,València,València,L'Olivereta,es,Soternes,39.4694597,-0.4143306,3189,4.0,550,flat,75,True,2,1,good,1.0
95543417,BENICARLO,València,València,Benimaclet,es,Benimaclet,39.485659,-0.3629946,2026,3.0,800,flat,86,True,3,2,good,1.0
91353889,Calle Archena,València,València,L'Olivereta,es,Soternes,39.4725621,-0.404502,2345,3.0,600,flat,80,True,2,1,good,1.0
91219135,Calle de la Reina,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4710998,-0.32676859999999996,4331,2.0,790,flat,67,True,3,1,good,0.0
95505317,barrio La Roqueta,València,València,Extramurs,es,La Roqueta,39.4640377,-0.3794036,809,3.0,950,flat,97,True,4,1,good,1.0
95474882,Hospital,València,València,Ciutat Vella,es,El Pilar,39.4694536,-0.38313739999999996,539,3.0,700,flat,65,True,2,1,good,1.0
95383665,Calle de Bernat Descoll,València,València,Quatre Carreres,es,Malilla,39.4498776,-0.3782676,2363,7.0,750,flat,93,True,3,2,good,1.0
94861026,Calle del Músic Peydró,València,València,Ciutat Vella,es,El Mercat,39.4717163,-0.3766052,85,1.0,700,flat,54,True,1,1,good,1.0
28046282,Avenida Blasco Ibañez,València,València,Algirós,es,La Vega Baixa,39.4729287,-0.34802079999999996,2515,4.0,675,flat,56,True,1,1,good,1.0
94596787,MARINA ALTA,València,València,Campanar,es,Sant Pau,39.4924711,-0.4029221,3239,3.0,1000,flat,65,True,1,1,good,1.0
95265996,Calle Rodrigo de Pertegás,València,València,Camins al Grau,es,La Creu del Grau,39.4601254,-0.33988399999999996,3431,6.0,800,flat,90,True,2,1,good,1.0
94092638,Calle del Matemàtico Marzal,València,València,Extramurs,es,La Roqueta,39.4675348,-0.3796218,448,3,850,flat,70,True,1,1,good,0.0
91110829,Calle Doctor Juan José Dómine,València,València,Poblats Marítims,es,El Grau,39.4610422,-0.33102139999999997,4122,2,800,flat,100,True,3,2,renew,1.0
82099745,Avenida Novelista Vicente Blasco Ibáñez,València,Alboraya,La Patacona,es,,39.487771,-0.3268355,4704,5,900,flat,72,True,2,1,good,1.0
81568367,Mare Nostrum,València,Alboraya,La Patacona,es,,39.4902412,-0.325193,4946,2,900,flat,75,True,2,1,good,1.0
38440493,Calle de cavite,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.475892,-0.3246668,4543,,2000,flat,75,False,2,1,good,
36656937,Avenida Mare Nostrum,València,Alboraya,La Patacona,es,,39.4876105,-0.3251382,4832,bj,1200,flat,62,True,1,1,good,1.0
95744779,Cardenal Benlloch,València,Mislata,Cardenal Benlloch,es,,39.47513,-0.42283329999999997,3938,3,650,flat,100,True,3,1,good,1.0
95710132,Avenida de Francia,València,València,Camins al Grau,es,Penya-Roja,39.4604902,-0.3515442,2502,8,950,flat,95,True,2,2,good,1.0
95655381,Calle Micer Mascó s/n,València,València,El Pla del Real,es,Exposició,39.4756191,-0.3631216,1310,2,900,flat,60,True,1,1,good,1.0
95627727,barrio Nou Moles,València,València,L'Olivereta,es,Nou Moles,39.468121,-0.39293239999999996,1387,2,750,flat,92,True,2,1,good,0.0
95557909,Calle del Mestre Sosa,València,València,Extramurs,es,Arrancapins,39.4620283,-0.38760259999999996,1346,3,750,flat,85,False,2,1,good,1.0
95556796,"Calle de la Marina Alta, 10",València,València,Campanar,es,Sant Pau,39.4926524,-0.4034084,3282,2,1050,flat,100,True,3,2,good,1.0
92961843,barrio La Vega Baixa,València,València,Algirós,es,La Vega Baixa,39.4758989,-0.3510217,2311,8,750,flat,80,True,2,1,good,1.0
95443468,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4728383,-0.3322425,3866,bj,1500,flat,60,True,1,1,good,1.0
95432631,barrio El Cabanyal-El Canyamelar,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4705383,-0.3331425,3785,bj,1500,flat,50,True,1,1,good,0.0
95394451,barrio Nou Benicalap,València,València,Benicalap,es,Nou Benicalap,39.4940397,-0.3879106,2707,bj,840,flat,88,True,2,2,good,1.0
95290261,barrio El Carme,València,València,Ciutat Vella,es,El Carme,39.4763912,-0.3805694,651,5,960,duplex,80,True,2,2,good,0.0
94812528,barrio El Botànic,València,València,Extramurs,es,El Botànic,39.4773004,-0.38567579999999996,998,4,750,flat,95,True,2,2,good,1.0
94573122,barrio La Seu,València,València,Ciutat Vella,es,La Seu,39.47374,-0.3747373,361,,1600,flat,55,True,1,1,good,1.0
93468717,barrio La Roqueta,València,València,Extramurs,es,La Roqueta,39.4672267,-0.3776517,434,1,1300,flat,93,False,3,2,good,1.0
93468716,barrio La Roqueta,València,València,Extramurs,es,La Roqueta,39.4671267,-0.37885169999999996,465,3,1050,flat,93,False,3,2,good,1.0
91690232,barrio El Carme,València,València,Ciutat Vella,es,El Carme,39.481362,-0.37823389999999996,1141,3,800,penthouse,60,True,1,1,good,0.0
89090584,barrio El Grau,València,València,Poblats Marítims,es,El Grau,39.4608659,-0.3349295,3806,3,1500,flat,100,True,3,2,good,0.0
95758939,Calle de Pepita,València,València,La Saïdia,es,Morvedre,39.4821864,-0.3759478,1235,5,650,flat,83,False,3,1,good,1.0
95735326,Barracas,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4693848,-0.3305341,4013,4,650,flat,74,True,2,1,good,1.0
95098769,Calle del Almirante Cadarso,València,València,L'Eixample,es,Gran Vía,39.465569,-0.3679614,1007,2,650,flat,50,True,1,1,good,1.0
95728176,Calle de l'Hospital,València,València,Ciutat Vella,es,El Pilar,39.4691536,-0.38063739999999996,364,3,800,flat,56,True,2,2,good,1.0
95726084,Calle de Don Juan de Austria,València,València,Ciutat Vella,es,Sant Francesc,39.469397,-0.3723067,464,2,750,flat,51,True,1,1,good,1.0
95689662,"Calle de la Marina, 3",València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4727237,-0.3314011,3938,3,650,flat,50,True,1,1,good,0.0
95648051,Jativa,València,València,Extramurs,es,La Roqueta,39.4691466,-0.3766541,225,3,600,flat,46,True,1,1,good,1.0
95600581,barrio Mestalla,València,València,El Pla del Real,es,Mestalla,39.4701847,-0.3551098,1902,5,700,flat,64,True,2,1,good,1.0
95597748,Calle de l'Escultor José Capuz,València,València,Quatre Carreres,es,Mont-Olivet,39.4592476,-0.3632397,1785,4,1000,flat,95,True,2,2,good,1.0
38232477,"Calle de ciscar, 27",València,València,L'Eixample,es,Gran Vía,39.4659621,-0.3653994,1166,7,899,penthouse,90,True,2,1,good,1.0
95540304,"Calle Marina Alta, 4",València,València,Campanar,es,Sant Pau,39.4909629,-0.4023211,3082,2,1050,flat,100,True,3,2,good,1.0
88065871,barrio Sant Pau,València,València,Campanar,es,Sant Pau,39.4922694,-0.4028504,3218,bj,1100,flat,89,True,2,1,good,1.0
95500504,barrio Sant Pau,València,València,Campanar,es,Sant Pau,39.4910085,-0.40436000000000005,3210,2,750,flat,76,True,2,2,good,1.0
95499468,Calle de l'Escultor José Capuz,València,València,Quatre Carreres,es,Mont-Olivet,39.4608155,-0.36348339999999996,1645,4,1000,flat,100,True,2,2,good,1.0
95495338,Calle de Platero Suarez,València,València,La Saïdia,es,Morvedre,39.4849444,-0.37363979999999997,1567,3,730,flat,80,True,3,1,good,0.0
95489255,CREU ROJA s/n,València,Xirivella,Barrio de la Luz,es,,39.4625707,-0.4136718,3268,1,700,duplex,80,True,1,2,good,1.0
95483739,Plaza Comunión de San Juan s/n,València,València,Ciutat Vella,es,El Mercat,39.4743723,-0.3796286,415,1,750,flat,70,True,2,1,good,1.0
95468836,"Calle de Pelai, 17",València,València,Extramurs,es,La Roqueta,39.4666007,-0.3784954,514,1,730,flat,60,True,1,1,good,1.0
95264251,"Cartagena, 5",València,València,L'Olivereta,es,Nou Moles,39.4705943,-0.3937274,1416,7,950,penthouse,78,True,2,1,good,1.0
85974388,"Vicente Sancho Tello, 19",València,València,El Pla del Real,es,Mestalla,39.4697847,-0.35620979999999997,1810,5,750,flat,64,True,2,1,good,1.0
95753079,barrio L'Hort de Senabre,València,València,Jesús,es,L'Hort de Senabre,39.4541848,-0.390354,2194,2,600,flat,63,False,1,1,good,0.0
95747604,Calle Rodrigo de Pertegás,València,València,Camins al Grau,es,La Creu del Grau,39.4595971,-0.3456704,2997,2,650,flat,70,True,2,1,good,0.0
95741707,"Calle Montesa, 9",València,València,Patraix,es,Barrio de Favara,39.4545828,-0.3924763,2256,4,625,flat,77,True,2,1,good,1.0
95711138,WAKSMAN,València,València,Quatre Carreres,es,En Corts,39.454479,-0.3707418,1932,1,800,flat,85,True,2,2,good,0.0
95675019,Calle Reverendo R Tramoyeres,València,València,Benimaclet,es,Benimaclet,39.486792,-0.36123659999999996,2218,5,785,flat,67,True,2,1,good,1.0
93676738,"Avenida de las Cortes Valencianas, 26",València,València,Benicalap,es,Benicalap,39.4921435,-0.39992869999999997,3042,13,750,studio,55,True,0,1,good,1.0
95627453,Calle del Mur de Santa Anna,València,València,Ciutat Vella,es,La Seu,39.4777199,-0.3758274,743,3,850,flat,58,False,1,1,good,1.0
95596138,"Calle Palau, 7",València,València,Ciutat Vella,es,La Seu,39.4754722,-0.3736768,572,4,950,flat,95,True,2,1,good,0.0
95551878,Calle CENTRO COMERCIAL GRAN TURIA,València,Xirivella,Barrio de la Luz,es,,39.4657507,-0.4124312,3079,bj,750,duplex,94,True,1,2,good,1.0
95512158,"Calle Palau, 7",València,València,Ciutat Vella,es,La Seu,39.4754722,-0.3736768,572,4,950,flat,95,True,2,1,good,0.0
36568059,"Calle de Ripalda, 32",València,València,Ciutat Vella,es,El Carme,39.4786893,-0.3819052,931,1,690,studio,65,True,0,1,good,0.0
95448538,Calle del Progrés,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4693362,-0.3303229,4031,1,650,flat,43,True,1,1,good,0.0
95409350,Calle dels Cavallers,València,València,Ciutat Vella,es,El Carme,39.4782966,-0.37808369999999997,800,1,970,flat,80,True,2,1,good,0.0
94797185,"Calle de la Reina, 83",València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4673569,-0.32912379999999997,4150,,800,flat,70,True,3,1,good,0.0
95301029,Calle d'Alzira,València,València,Extramurs,es,Arrancapins,39.4673835,-0.3867751,918,2,750,flat,75,True,3,1,good,1.0
95288292,Calle del Doctor Lluch,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4647674,-0.32873369999999996,4222,,800,flat,40,True,1,1,good,0.0
91759956,Calle del Pare Lluís Navarro,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.461393,-0.330631,4144,1,950,flat,70,True,2,1,good,0.0
94922416,Paseo Serra d 'Espadá,València,Alboraya,La Patacona,es,,39.4881238,-0.3261812,4772,5,795,flat,64,False,1,1,good,1.0
94789232,Avenida de la Malva-Rosa,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.4793833,-0.326138,4480,5,1000,flat,78,True,3,1,good,0.0
94777934,Calle dels Cavallers,València,València,Ciutat Vella,es,El Carme,39.4757966,-0.3783837,528,1,970,flat,80,True,2,1,good,0.0
94694481,Avenida de la Malva-Rosa,València,València,Poblats Marítims,es,Playa de la Malvarrosa,39.4826452,-0.3284453,4379,bj,800,flat,79,True,3,1,good,0.0
94313951,Calle d'Antoni Reig i Ventura,València,València,Campanar,es,Nou Campanar,39.4807235,-0.4035603,2498,7,820,flat,95,False,2,2,good,1.0
94098426,Calle Jorge Juan,València,València,L'Eixample,es,El Pla del Remei,39.4669517,-0.3673991,963,2,1300,flat,90,False,2,1,good,1.0
94050105,Calle de l'Hort de Sant Valeri,València,València,Quatre Carreres,es,Na Rovella,39.4597551,-0.3582556,2062,1,1200,flat,100,True,2,2,good,1.0
93304615,Calle Santa Genoveva Torres,València,València,Rascanya,es,Sant Llorenç,39.4927754,-0.360913,2785,14,1250,flat,100,True,3,2,good,1.0
93176793,Calle del Pare Lluís Navarro,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4655189,-0.3281505,4259,1,800,flat,70,True,2,2,good,0.0
92851757,Avenida Mare Nostrum,València,Alboraya,La Patacona,es,,39.4860735,-0.3250693,4775,1,1200,flat,54,True,1,1,good,1.0
90553030,Calle de Méndez Núñez,València,València,Poblats Marítims,es,El Grau,39.4603163,-0.3374876,3617,3,850,flat,87,True,3,1,good,0.0
88278274,Paseo Serra d 'Espadá,València,Alboraya,La Patacona,es,,39.48693,-0.3272,4640,bj,898,flat,77,True,1,1,good,1.0
86742165,Calle Cirilo Amorós,València,València,L'Eixample,es,El Pla del Remei,39.4681884,-0.36515149999999996,1087,1,1100,flat,92,True,2,2,good,1.0
86718014,Colón,València,València,L'Eixample,es,El Pla del Remei,39.4705267,-0.3726884,396,7,780,flat,75,False,1,1,good,1.0
95756131,barrio Mestalla,València,València,El Pla del Real,es,Mestalla,39.4733459,-0.3530268,2092,2,575,flat,44,True,2,1,good,1.0
95678223,Avenida de Burjassot,València,València,La Saïdia,es,Marxalenes,39.4843727,-0.38275359999999997,1547,2,845,flat,80,True,3,1,good,0.0
95654855,Calle de Balmes,València,València,Ciutat Vella,es,El Pilar,39.4740608,-0.3795147,380,4,850,flat,100,True,4,1,good,1.0
95618985,Blasco Ibañez,València,Mislata,La Constitución - Canaleta,es,,39.4714103,-0.4106514,2868,1,500,flat,84,True,2,1,good,1.0
95524120,Avenida de Burjassot,València,València,La Saïdia,es,Marxalenes,39.4818727,-0.38135359999999996,1246,2,845,flat,80,True,3,1,good,1.0
92035469,Calle de l'Arquitecte Alfaro,València,València,Poblats Marítims,es,El Grau,39.4623684,-0.33512719999999996,3743,2,700,flat,70,True,2,1,good,0.0
95375128,Calle ANTONI REIG I VENTURA,València,València,Campanar,es,Nou Campanar,39.4833235,-0.4059603,2813,7,790,flat,66,True,2,2,good,1.0
95347958,Calle del Cura Planelles,València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.4691319,-0.329325,4118,2,750,flat,68,True,3,1,good,0.0
95350270,Olimpia Arozena Torres,València,València,L'Olivereta,es,Nou Moles,39.4694494,-0.39431469999999996,1477,2,750,flat,92,True,2,1,good,1.0
95318700,Calle dels Adreçadors,València,València,Ciutat Vella,es,El Mercat,39.4712439,-0.37886139999999996,140,3,900,flat,90,True,3,1,good,1.0
95121293,Calle del Literat Gabriel Miró,València,València,Extramurs,es,La Petxina,39.4737101,-0.3911551,1228,4,720,flat,75,True,2,1,good,1.0
94836832,Calle Abén al Abbar,València,València,Camins al Grau,es,Albors,39.4674395,-0.3525953,2154,7,600,flat,51,True,2,1,good,1.0
94554876,Archiduque Carlos,València,València,Patraix,es,Patraix,39.4641235,-0.3938847,1627,2,500,flat,71,True,2,1,good,1.0
94180479,Calle de Pérez Pujol,València,València,Ciutat Vella,es,Sant Francesc,39.4691696,-0.3766736,222,5,875,flat,60,True,1,1,good,1.0
93204538,Calle Calderón de la Barca,València,València,La Saïdia,es,Trinitat,39.4843049,-0.3667464,1720,3,1200,flat,55,True,2,1,good,1.0
91610708,Avenida del Cardenal Benlloch,València,València,Algirós,es,L'Amistat,39.4736666,-0.35367909999999997,2041,1,780,flat,80,False,2,1,good,1.0
95760179,barrio Morvedre,València,València,La Saïdia,es,Morvedre,39.4846864,-0.3760478,1511,5,675,flat,80,False,3,1,good,1.0
95731588,barrio La Vega Baixa,València,València,Algirós,es,La Vega Baixa,39.4759989,-0.3535217,2106,,800,flat,80,False,2,1,good,1.0
95659795,barrio Albors,València,València,Camins al Grau,es,Albors,39.4720305,-0.3544407,1959,4,610,flat,60,True,2,1,good,0.0
95621182,Calle Pere Cabanes,València,València,Rascanya,es,Torrefiel,39.495765,-0.37873439999999997,2742,2,600,flat,80,True,2,1,good,1.0
95573398,ALCALDE ALBORS,València,València,L'Olivereta,es,Nou Moles,39.4734616,-0.39527229999999997,1569,5,675,flat,65,False,3,1,good,1.0
95398892,Calle de Alboraya,València,València,La Saïdia,es,Trinitat,39.4852661,-0.3690362,1722,3,675,flat,87,True,3,1,good,1.0
94415028,Maestro Sosa,València,València,Extramurs,es,Arrancapins,39.4603563,-0.38852359999999997,1540,1,1300,flat,100,True,3,2,good,1.0
94323522,Calle Poeta Artola,València,València,Algirós,es,La Vega Baixa,39.4753857,-0.3468577,2650,3,640,flat,70,True,1,1,good,1.0
39691931,barrio El Mercat,València,València,Ciutat Vella,es,El Mercat,39.4753558,-0.37727869999999997,470,6,1650,flat,100,True,3,2,good,1.0
95752823,barrio Morvedre,València,València,La Saïdia,es,Morvedre,39.4853864,-0.3756478,1591,5,675,flat,80,True,3,1,good,1.0
89731792,La Constitución - Canaleta,València,Mislata,La Constitución - Canaleta,es,,39.4763317,-0.4182111,3564,bj,475,flat,43,True,1,1,good,0.0
95624997,barrio Mont-Olivet,València,València,Quatre Carreres,es,Mont-Olivet,39.4617162,-0.36344139999999997,1579,3,725,flat,80,False,3,1,good,
95623515,barrio La Creu del Grau,València,València,Camins al Grau,es,La Creu del Grau,39.46202,-0.3445377,2983,2,660,flat,63,True,2,1,good,1.0
92481976,"Calle Barraca, 163",València,València,Poblats Marítims,es,El Cabanyal-El Canyamelar,39.469526,-0.3291248,4133,1,850,flat,60,True,1,1,good,0.0
95613072,"Rubén Vela, 74",València,València,Quatre Carreres,es,En Corts,39.4530839,-0.37249129999999997,2046,7,950,flat,100,True,4,1,good,1.0
95594411,Calle de Don Juan de Austria,València,València,Ciutat Vella,es,Sant Francesc,39.47028,-0.3732492,354,2,750,flat,40,True,1,1,good,1.0
95583431,Calle Alfahuir,València,València,Rascanya,es,Sant Llorenç,39.4903636,-0.362129,2501,9,1150,flat,100,True,3,2,good,1.0
95572805,"Calle Filipinas, 13",València,València,L'Eixample,es,Russafa,39.4602331,-0.3778149,1211,5,1000,penthouse,100,True,2,1,good,1.0
95546630,barrio Patraix,València,València,Patraix,es,Patraix,39.4635282,-0.3904506,1414,5,830,flat,99,True,2,2,good,1.0
95543630,barrio Nou Campanar,València,València,Campanar,es,Nou Campanar,39.4818738,-0.4034002,2543,2,950,flat,81,True,2,2,good,1.0
95395755,"Calle Escultor Jose Capuz, 3",València,València,Quatre Carreres,es,Mont-Olivet,39.4619338,-0.3626602,1615,4,1050,flat,100,True,2,2,good,1.0
95378060,Calle dels Sants Just i Pastor,València,València,Algirós,es,L'Illa Perduda,39.4649946,-0.33561959999999996,3636,5,650,flat,85,True,3,1,good,1.0
95695653,Calle Carmen Crespo,València,València,Benimaclet,es,Benimaclet,39.4864194,-0.356272,2475,1,700,flat,64,True,2,1,good,1.0
95695101,GIBRALTAR,València,València,L'Eixample,es,Russafa,39.4646091,-0.3771604,724,1,700,flat,70,True,2,1,good,1.0
95619832,barrio La Seu,València,València,Ciutat Vella,es,La Seu,39.471644,-0.3764629,88,2,1350,flat,100,True,2,2,good,1.0
